,state_name,state_id,month,AQI,lat,lng,density,population,Category,Commercial Consumption,Delivered to Consumers,Electric Power Consumption,Industrial Consumption,Residential Consumption,Vehicle Fuel Consumption,total
544,Vermont,VT,8,37,44.0484,-73.105,1186,4057559,Good,420.0,641.0,1.0,136.0,81.0,3.0,1282.0
545,Vermont,VT,9,28,44.0484,-73.105,1186,3926670,Good,396.0,618.0,1.0,135.0,84.0,3.0,1237.0
546,Vermont,VT,10,28,44.0484,-73.105,1186,4057559,Good,546.0,829.0,1.0,147.0,132.0,3.0,1658.0
547,Vermont,VT,11,35,44.0484,-73.105,1186,3926670,Good,807.0,1329.0,0.0,177.0,343.0,3.0,2659.0
548,Vermont,VT,12,39,44.0484,-73.105,1186,4057559,Good,906.0,1619.0,1.0,185.0,525.0,3.0,3239.0
549,Virginia,VA,1,27,37.5919,-78.6314,1027,96872258,Good,11305.0,72405.0,32329.0,11219.0,17495.0,57.0,144810.0
550,Virginia,VA,2,29,37.6182,-78.6208,1042,87942020,Good,9902.0,58535.0,24677.0,9179.0,14725.0,52.0,117070.0
551,Virginia,VA,3,35,37.6165,-78.6286,1041,97473381,Good,6869.0,61135.0,33225.0,10597.0,10386.0,57.0,122269.0
552,Virginia,VA,4,39,37.622,-78.6189,1044,94234564,Good,5535.0,50304.0,30908.0,8253.0,5552.0,55.0,100607.0
553,Virginia,VA,5,38,37.6172,-78.6238,1040,97504693,Good,3523.0,40666.0,25235.0,9125.0,2726.0,57.0,81332.0
554,Virginia,VA,6,33,37.6193,-78.6148,1042,94180834,Good,3254.0,51079.0,36445.0,9509.0,1816.0,55.0,102158.0
555,Virginia,VA,7,44,37.6246,-78.6225,1047,97392045,Good,3170.0,53963.0,39495.0,9577.0,1664.0,57.0,107926.0
556,Virginia,VA,8,38,37.639,-78.6047,1059,97038903,Good,3236.0,53729.0,40631.0,8336.0,1469.0,57.0,107458.0
557,Virginia,VA,9,34,37.6393,-78.6087,1058,93914870,Good,3505.0,43374.0,28939.0,9193.0,1682.0,55.0,86748.0
558,Virginia,VA,10,30,37.6702,-78.5897,1075,97070407,Good,4386.0,42284.0,27591.0,7760.0,2489.0,57.0,84567.0
559,Virginia,VA,11,27,37.6162,-78.6293,1041,94369630,Good,8400.0,56153.0,30617.0,7400.0,9680.0,55.0,112305.0
560,Virginia,VA,12,31,37.6254,-78.6137,1046,97069773,Good,8246.0,63915.0,31810.0,12225.0,11577.0,57.0,127830.0
561,Washington,WA,1,32,47.1547,-121.0924,1089,162435487,Good,7229.0,35756.0,7570.0,7878.0,13067.0,12.0,71512.0
562,Washington,WA,2,24,47.0913,-121.0166,1087,144661945,Good,7784.0,35176.0,7213.0,6865.0,13304.0,11.0,70353.0
563,Washington,WA,3,25,47.087,-121.028,1087,160617435,Good,6519.0,36337.0,11229.0,7794.0,10784.0,12.0,72675.0
564,Washington,WA,4,25,47.1685,-121.1054,1090,157971120,Good,4307.0,26267.0,8784.0,6759.0,6405.0,11.0,52533.0
565,Washington,WA,5,23,47.1694,-121.0931,1090,162433480,Good,3296.0,17765.0,3934.0,6339.0,4185.0,12.0,35531.0
566,Washington,WA,6,26,47.1705,-121.0587,1092,155920892,Good,2387.0,18991.0,8095.0,6015.0,2483.0,11.0,37982.0
567,Washington,WA,7,34,47.1695,-121.031,1094,158323250,Good,2215.0,22131.0,12201.0,5708.0,1995.0,12.0,44262.0
568,Washington,WA,8,46,47.169,-121.0993,1090,162835152,Good,2211.0,22703.0,12861.0,5730.0,1890.0,12.0,45407.0
569,Washington,WA,9,31,47.1595,-121.0953,1090,157362623,Good,2591.0,23711.0,12234.0,6207.0,2668.0,11.0,47422.0
570,Washington,WA,10,24,47.1378,-121.0513,1089,161429024,Good,4359.0,27741.0,9430.0,6961.0,6979.0,12.0,55482.0
571,Washington,WA,11,27,47.1765,-121.0721,1094,157796390,Good,6061.0,31692.0,9189.0,6740.0,9691.0,11.0,63384.0
572,Washington,WA,12,24,47.1604,-121.0984,1089,162847865,Good,8608.0,41854.0,9464.0,7715.0,16056.0,12.0,83709.0
573,West Virginia,WV,1,37,39.3281,-81.1791,752,16692518,Good,3505.0,12874.0,805.0,3586.0,4976.0,0.0,25746.0
574,West Virginia,WV,2,44,39.3267,-81.1907,749,14926357,Good,3271.0,11629.0,518.0,3124.0,4715.0,0.0,23257.0
575,West Virginia,WV,3,43,39.3518,-81.1006,816,19507782,Good,2460.0,9783.0,867.0,3457.0,2999.0,0.0,19566.0
576,West Virginia,WV,4,44,39.3597,-81.0498,819,19126967,Good,1813.0,8601.0,2026.0,2843.0,1918.0,0.0,17201.0
577,West Virginia,WV,5,43,39.3595,-81.041,818,19803591,Good,1285.0,7385.0,1914.0,3136.0,1050.0,0.0,14770.0
578,West Virginia,WV,6,43,39.3623,-81.0309,814,18733408,Good,847.0,6294.0,2257.0,2876.0,314.0,0.0,12588.0
579,West Virginia,WV,7,51,39.3603,-81.0596,822,19722176,Moderate,901.0,6112.0,1954.0,2991.0,264.0,0.0,12222.0
580,West Virginia,WV,8,45,39.3639,-81.0361,814,19192183,Good,1001.0,6366.0,1891.0,3171.0,301.0,0.0,12730.0
581,West Virginia,WV,9,38,39.359,-81.0426,817,19158453,Good,1122.0,5566.0,1028.0,2958.0,459.0,0.0,11133.0
582,West Virginia,WV,10,31,39.3592,-81.0488,819,19769405,Good,1419.0,7851.0,2505.0,3096.0,830.0,0.0,15701.0
583,West Virginia,WV,11,36,39.3366,-81.1217,755,16234510,Good,2481.0,11295.0,2703.0,3299.0,2811.0,0.0,22589.0
584,West Virginia,WV,12,40,39.3325,-81.1465,749,16545666,Good,2587.0,10313.0,1076.0,3470.0,3180.0,0.0,20626.0
585,Wisconsin,WI,1,44,43.6944,-89.4997,1071,78079793,Good,15930.0,71111.0,13557.0,17194.0,24389.0,40.0,142221.0
586,Wisconsin,WI,2,45,43.6944,-89.4997,1071,70523684,Good,16506.0,70121.0,10133.0,17238.0,26207.0,36.0,140241.0
587,Wisconsin,WI,3,38,43.623,-89.2914,1039,81816152,Good,12145.0,52002.0,11013.0,13783.0,15021.0,40.0,104004.0
588,Wisconsin,WI,4,41,43.6073,-89.0168,1014,89417106,Good,7015.0,40103.0,10978.0,12015.0,10056.0,38.0,80205.0
589,Wisconsin,WI,5,42,43.6036,-89.0168,1013,92546284,Good,5789.0,31273.0,9645.0,10091.0,5708.0,40.0,62546.0
590,Wisconsin,WI,6,53,43.6051,-89.0173,1013,89546158,Moderate,3283.0,30171.0,15126.0,9212.0,2512.0,38.0,60342.0
591,Wisconsin,WI,7,48,43.6036,-89.0168,1013,92546284,Good,3295.0,30903.0,15781.0,9318.0,2469.0,40.0,61806.0
592,Wisconsin,WI,8,49,43.5814,-89.0083,1016,91712428,Good,3655.0,31630.0,15792.0,9819.0,2325.0,40.0,63261.0
593,Wisconsin,WI,9,38,43.6023,-89.018,1012,89335192,Good,3435.0,27180.0,11232.0,9945.0,2529.0,38.0,54359.0
594,Wisconsin,WI,10,32,43.6371,-89.1481,1032,86345181,Good,5426.0,35181.0,13160.0,11261.0,5295.0,40.0,70363.0
595,Wisconsin,WI,11,31,43.7201,-89.4739,1080,75476299,Good,11444.0,52006.0,11415.0,13757.0,15351.0,38.0,104011.0
596,Wisconsin,WI,12,38,43.6821,-89.478,1074,77770202,Good,12981.0,61571.0,11837.0,16208.0,20505.0,40.0,123142.0
597,Wyoming,WY,1,35,42.6364,-107.6174,674,8675257,Good,1829.0,9067.0,280.0,4835.0,2122.0,1.0,18134.0
598,Wyoming,WY,2,37,42.6364,-107.6174,674,7835716,Good,1905.0,9022.0,319.0,4582.0,2215.0,1.0,18044.0
599,Wyoming,WY,3,40,42.6467,-107.6155,674,8587074,Good,1355.0,7751.0,369.0,4463.0,1562.0,1.0,15501.0
600,Wyoming,WY,4,41,42.6364,-107.6174,674,8395410,Good,1070.0,6720.0,856.0,3647.0,1146.0,1.0,13440.0
601,Wyoming,WY,5,41,42.6364,-107.6174,674,8675257,Good,960.0,6317.0,645.0,3742.0,969.0,1.0,12634.0
602,Wyoming,WY,6,48,42.6364,-107.6174,674,8395410,Good,744.0,5808.0,1105.0,3378.0,580.0,1.0,11616.0
603,Wyoming,WY,7,71,42.6364,-107.6174,674,8675257,Moderate,310.0,5270.0,1156.0,3618.0,186.0,1.0,10541.0
604,Wyoming,WY,8,65,42.6286,-107.6197,674,8657319,Moderate,274.0,4954.0,946.0,3560.0,173.0,1.0,9908.0
605,Wyoming,WY,9,52,42.6364,-107.6174,674,8395410,Moderate,302.0,5204.0,1002.0,3703.0,195.0,1.0,10407.0
606,Wyoming,WY,10,35,42.6364,-107.6174,674,8675257,Good,455.0,5282.0,386.0,4067.0,373.0,1.0,10564.0
607,Wyoming,WY,11,34,42.6364,-107.6174,674,8395410,Good,1301.0,7676.0,498.0,4506.0,1369.0,1.0,15351.0
608,Wyoming,WY,12,38,42.6364,-107.6174,674,8675257,Good,1789.0,8704.0,358.0,4602.0,1954.0,1.0,17408.0
