,state_name,state_id,month,AQI,lat,lng,density,population,Category
452,Oregon,OR,12,29,44.1107,-122.0016,1124,97394467,Good
453,Pennsylvania,PA,01,38,40.5988,-77.4053,2008,314354314,Good
454,Pennsylvania,PA,02,42,40.6642,-77.5486,1998,289232151,Good
455,Pennsylvania,PA,03,42,40.6256,-77.4828,2108,311320897,Good
456,Pennsylvania,PA,04,43,40.6649,-77.5302,1999,309941244,Good
457,Pennsylvania,PA,05,44,40.663,-77.4967,2002,320093653,Good
458,Pennsylvania,PA,06,44,40.6634,-77.5416,2010,309089059,Good
459,Pennsylvania,PA,07,50,40.6653,-77.5173,1999,320210887,Good
460,Pennsylvania,PA,08,44,40.6615,-77.5513,2005,320140604,Good
461,Pennsylvania,PA,09,37,40.6551,-77.6114,2016,309649787,Good
462,Pennsylvania,PA,10,35,40.6581,-77.54,2013,320167571,Good
463,Pennsylvania,PA,11,39,40.6475,-77.4283,2186,307913557,Good
464,Pennsylvania,PA,12,44,40.647,-77.4382,2178,318423630,Good
465,Puerto Rico,PR,01,21,18.201,-66.6154,1887,64095616,Good
466,Puerto Rico,PR,02,41,18.2025,-66.5824,1890,57611928,Good
467,Puerto Rico,PR,03,29,18.2666,-66.6036,1975,55375530,Good
468,Puerto Rico,PR,04,40,18.2994,-66.6004,2041,58439250,Good
469,Puerto Rico,PR,05,37,18.2994,-66.6004,2041,60387225,Good
470,Puerto Rico,PR,06,43,18.3011,-66.5912,2057,58345824,Good
471,Puerto Rico,PR,07,40,18.1834,-66.5578,1888,64559757,Good
472,Puerto Rico,PR,08,45,18.1842,-66.512,1955,63747006,Good
473,Puerto Rico,PR,09,39,18.2013,-66.5469,1937,61304988,Good
474,Puerto Rico,PR,10,47,18.1829,-66.5399,1913,64279479,Good
475,Puerto Rico,PR,11,32,18.1859,-66.5133,1956,61615047,Good
476,Puerto Rico,PR,12,21,18.2259,-66.5346,1996,62093511,Good
477,Rhode Island,RI,01,38,41.823,-71.4187,3764,37335935,Good
478,Rhode Island,RI,02,43,41.823,-71.4187,3764,33722780,Good
479,Rhode Island,RI,03,44,41.823,-71.4187,3764,37335935,Good
480,Rhode Island,RI,04,45,41.823,-71.4187,3764,36131550,Good
481,Rhode Island,RI,05,46,41.823,-71.4187,3764,37335935,Good
482,Rhode Island,RI,06,56,41.823,-71.4187,3764,36131550,Moderate
483,Rhode Island,RI,07,52,41.823,-71.4187,3764,37335935,Moderate
484,Rhode Island,RI,08,56,41.823,-71.4187,3764,37335935,Moderate
485,Rhode Island,RI,09,40,41.823,-71.4187,3764,36131550,Good
486,Rhode Island,RI,10,36,41.823,-71.4187,3764,37335935,Good
487,Rhode Island,RI,11,37,41.823,-71.4187,3764,36131550,Good
488,Rhode Island,RI,12,41,41.823,-71.4187,3764,37335935,Good
489,South Carolina,SC,01,33,34.1129,-80.9567,614,59824869,Good
490,South Carolina,SC,02,35,34.1319,-80.8571,616,58754871,Good
491,South Carolina,SC,03,43,34.0869,-80.6394,609,70751765,Good
492,South Carolina,SC,04,51,34.0869,-80.6394,609,68469450,Moderate
493,South Carolina,SC,05,48,34.0869,-80.6394,609,70751765,Good
494,South Carolina,SC,06,36,34.0869,-80.6394,609,68469450,Good
495,South Carolina,SC,07,43,34.0869,-80.6394,609,70751765,Good
496,South Carolina,SC,08,40,34.0869,-80.6394,609,70751765,Good
497,South Carolina,SC,09,42,34.0869,-80.6394,609,68469450,Good
498,South Carolina,SC,10,37,34.0869,-80.6394,609,70751765,Good
499,South Carolina,SC,11,37,34.1365,-80.878,617,62475961,Good
500,South Carolina,SC,12,41,34.1504,-81.0612,618,60716053,Good
501,South Dakota,SD,01,34,44.4438,-98.7799,612,10926818,Good
502,South Dakota,SD,02,32,44.4208,-98.7192,619,9658768,Good
503,South Dakota,SD,03,33,44.5288,-98.9728,586,8144082,Good
504,South Dakota,SD,04,32,44.4438,-98.7799,612,10574340,Good
505,South Dakota,SD,05,33,44.4445,-98.7632,614,10899002,Good
506,South Dakota,SD,06,46,44.4438,-98.7799,612,10574340,Good
507,South Dakota,SD,07,65,44.4441,-98.7716,613,10912910,Moderate
508,South Dakota,SD,08,47,44.4158,-98.78,611,10771335,Good
509,South Dakota,SD,09,35,44.4438,-98.7799,612,10574340,Good
510,South Dakota,SD,10,25,44.4441,-98.7716,613,10912910,Good
511,South Dakota,SD,11,25,44.4445,-98.7626,614,10546524,Good
512,South Dakota,SD,12,25,44.4445,-98.7632,614,10899002,Good
513,Tennessee,TN,01,31,35.8171,-86.2041,479,111767134,Good
514,Tennessee,TN,02,37,35.8509,-86.3065,478,95271190,Good
515,Tennessee,TN,03,37,35.858,-86.026,476,112626798,Good
516,Tennessee,TN,04,41,35.8484,-86.0484,474,109076451,Good
517,Tennessee,TN,05,42,35.8533,-85.9856,473,112365833,Good
518,Tennessee,TN,06,40,35.8477,-86.0434,473,109059714,Good
519,Tennessee,TN,07,50,35.8518,-86.0069,473,112578845,Good
520,Tennessee,TN,08,44,35.8459,-86.0623,474,112642422,Good
521,Tennessee,TN,09,38,35.8503,-86.028,473,109153410,Good
522,Tennessee,TN,10,34,35.8461,-86.0261,475,112605876,Good
523,Tennessee,TN,11,34,35.82,-86.2541,478,108223244,Good
524,Tennessee,TN,12,36,35.8256,-86.1973,481,111728880,Good
525,Texas,TX,01,36,30.5209,-97.7965,830,605663250,Good
526,Texas,TX,02,36,30.5646,-97.8616,828,546054576,Good
527,Texas,TX,03,44,30.5753,-97.8815,830,609190933,Good
528,Texas,TX,04,47,30.5755,-97.8815,830,589537976,Good
529,Texas,TX,05,42,30.5577,-97.8988,832,608782481,Good
530,Texas,TX,06,44,30.6016,-97.865,828,588769003,Good
531,Texas,TX,07,46,30.5518,-97.9124,833,608715109,Good
532,Texas,TX,08,43,30.5508,-97.8598,830,608210327,Good
533,Texas,TX,09,51,30.5607,-97.8435,828,588701937,Moderate
534,Texas,TX,10,40,30.5569,-97.8812,830,608959461,Good
535,Texas,TX,11,35,30.5783,-97.8806,831,589265357,Good
536,Texas,TX,12,38,30.5716,-97.8581,828,608251880,Good
537,Utah,UT,01,47,39.8508,-111.7995,801,80219723,Good
538,Utah,UT,02,40,39.8507,-111.7995,801,72456524,Good
539,Utah,UT,03,43,39.8508,-111.7995,801,80219723,Good
540,Utah,UT,04,48,39.8507,-111.7995,801,77631990,Good
541,Utah,UT,05,51,39.8508,-111.7995,801,80219723,Moderate
542,Utah,UT,06,60,39.8507,-111.7995,801,77631990,Moderate
543,Utah,UT,07,79,39.8508,-111.7995,801,80219723,Moderate
544,Utah,UT,08,80,39.8508,-111.7995,801,80219723,Moderate
545,Utah,UT,09,58,39.8507,-111.7995,801,77631990,Moderate
546,Utah,UT,10,38,39.8508,-111.7995,801,80219723,Good
547,Utah,UT,11,35,39.8507,-111.7995,801,77631990,Good
548,Utah,UT,12,42,39.8508,-111.7995,801,80219723,Good
549,Vermont,VT,01,43,44.0484,-73.105,1186,4057559,Good
550,Vermont,VT,02,44,44.0484,-73.105,1186,3664892,Good
551,Vermont,VT,03,41,44.0484,-73.105,1186,4057559,Good
552,Vermont,VT,04,38,44.0484,-73.105,1186,3926670,Good
553,Vermont,VT,05,39,44.0484,-73.105,1186,4057559,Good
554,Vermont,VT,06,40,44.0484,-73.105,1186,3926670,Good
555,Vermont,VT,07,39,44.0484,-73.105,1186,4057559,Good
556,Vermont,VT,08,37,44.0484,-73.105,1186,4057559,Good
557,Vermont,VT,09,28,44.0484,-73.105,1186,3926670,Good
558,Vermont,VT,10,28,44.0484,-73.105,1186,4057559,Good
559,Vermont,VT,11,35,44.0484,-73.105,1186,3926670,Good
560,Vermont,VT,12,39,44.0484,-73.105,1186,4057559,Good
561,Virginia,VA,01,27,37.5919,-78.6314,1027,96872258,Good
562,Virginia,VA,02,29,37.6182,-78.6208,1042,87942020,Good
563,Virginia,VA,03,35,37.6165,-78.6286,1041,97473381,Good
564,Virginia,VA,04,39,37.622,-78.6189,1044,94234564,Good
565,Virginia,VA,05,38,37.6172,-78.6238,1040,97504693,Good
566,Virginia,VA,06,33,37.6193,-78.6148,1042,94180834,Good
567,Virginia,VA,07,44,37.6246,-78.6225,1047,97392045,Good
568,Virginia,VA,08,38,37.639,-78.6047,1059,97038903,Good
569,Virginia,VA,09,34,37.6393,-78.6087,1058,93914870,Good
570,Virginia,VA,10,30,37.6702,-78.5897,1075,97070407,Good
571,Virginia,VA,11,27,37.6162,-78.6293,1041,94369630,Good
572,Virginia,VA,12,31,37.6254,-78.6137,1046,97069773,Good
573,Washington,WA,01,32,47.1547,-121.0924,1089,162435487,Good
574,Washington,WA,02,24,47.0913,-121.0166,1087,144661945,Good
575,Washington,WA,03,25,47.087,-121.028,1087,160617435,Good
576,Washington,WA,04,25,47.1685,-121.1054,1090,157971120,Good
577,Washington,WA,05,23,47.1694,-121.0931,1090,162433480,Good
578,Washington,WA,06,26,47.1705,-121.0587,1092,155920892,Good
579,Washington,WA,07,34,47.1695,-121.031,1094,158323250,Good
580,Washington,WA,08,46,47.169,-121.0993,1090,162835152,Good
581,Washington,WA,09,31,47.1595,-121.0953,1090,157362623,Good
582,Washington,WA,10,24,47.1378,-121.0513,1089,161429024,Good
583,Washington,WA,11,27,47.1765,-121.0721,1094,157796390,Good
584,Washington,WA,12,24,47.1604,-121.0984,1089,162847865,Good
585,West Virginia,WV,01,37,39.3281,-81.1791,752,16692518,Good
586,West Virginia,WV,02,44,39.3267,-81.1907,749,14926357,Good
587,West Virginia,WV,03,43,39.3518,-81.1006,816,19507782,Good
588,West Virginia,WV,04,44,39.3597,-81.0498,819,19126967,Good
589,West Virginia,WV,05,43,39.3595,-81.041,818,19803591,Good
590,West Virginia,WV,06,43,39.3623,-81.0309,814,18733408,Good
591,West Virginia,WV,07,51,39.3603,-81.0596,822,19722176,Moderate
592,West Virginia,WV,08,45,39.3639,-81.0361,814,19192183,Good
593,West Virginia,WV,09,38,39.359,-81.0426,817,19158453,Good
594,West Virginia,WV,10,31,39.3592,-81.0488,819,19769405,Good
595,West Virginia,WV,11,36,39.3366,-81.1217,755,16234510,Good
596,West Virginia,WV,12,40,39.3325,-81.1465,749,16545666,Good
597,Wisconsin,WI,01,44,43.6944,-89.4997,1071,78079793,Good
598,Wisconsin,WI,02,45,43.6944,-89.4997,1071,70523684,Good
599,Wisconsin,WI,03,38,43.623,-89.2914,1039,81816152,Good
600,Wisconsin,WI,04,41,43.6073,-89.0168,1014,89417106,Good
601,Wisconsin,WI,05,42,43.6036,-89.0168,1013,92546284,Good
602,Wisconsin,WI,06,53,43.6051,-89.0173,1013,89546158,Moderate
603,Wisconsin,WI,07,48,43.6036,-89.0168,1013,92546284,Good
604,Wisconsin,WI,08,49,43.5814,-89.0083,1016,91712428,Good
605,Wisconsin,WI,09,38,43.6023,-89.018,1012,89335192,Good
606,Wisconsin,WI,10,32,43.6371,-89.1481,1032,86345181,Good
607,Wisconsin,WI,11,31,43.7201,-89.4739,1080,75476299,Good
608,Wisconsin,WI,12,38,43.6821,-89.478,1074,77770202,Good
609,Wyoming,WY,01,35,42.6364,-107.6174,674,8675257,Good
610,Wyoming,WY,02,37,42.6364,-107.6174,674,7835716,Good
611,Wyoming,WY,03,40,42.6467,-107.6155,674,8587074,Good
612,Wyoming,WY,04,41,42.6364,-107.6174,674,8395410,Good
613,Wyoming,WY,05,41,42.6364,-107.6174,674,8675257,Good
614,Wyoming,WY,06,48,42.6364,-107.6174,674,8395410,Good
615,Wyoming,WY,07,71,42.6364,-107.6174,674,8675257,Moderate
616,Wyoming,WY,08,65,42.6286,-107.6197,674,8657319,Moderate
617,Wyoming,WY,09,52,42.6364,-107.6174,674,8395410,Moderate
618,Wyoming,WY,10,35,42.6364,-107.6174,674,8675257,Good
619,Wyoming,WY,11,34,42.6364,-107.6174,674,8395410,Good
620,Wyoming,WY,12,38,42.6364,-107.6174,674,8675257,Good
